id,species_ori,vernacularName,scientificName,taxonRank,type,source_latest_only,species_code_ntu,species_nr,statusTW
1,無法調查,無法調查,No survey,nonAves,NA,NA,NOSURVEY,853,NA
2,沒有鳥,NN,NA,nonAves,NA,NA,NA,855,NA
3,NN,NN,NA,nonAves,NA,NA,NA,855,NA
4,M_山羌,山羌,Muntiacus reevesi micrurus,nonAves,NA,NA,NA,838,NA
5,M_台灣野兔,臺灣野兔,Lepus sinensis formosus,nonAves,NA,NA,NA,840,NA
6,M_台灣獼猴,臺灣獼猴,Macaca cyclopis,nonAves,NA,NA,NA,841,NA
7,M_赤腹松鼠,赤腹松鼠,Callosciurus erythraeus thaiwanensis,nonAves,NA,NA,NA,842,NA
8,M_黃喉貂,黃喉貂,Martes flavigula chrysospila,nonAves,NA,NA,NA,847,NA
9,M_長吻松鼠,長吻松鼠,Dremomys pernyi owstoni,nonAves,NA,NA,NA,843,NA
10,蝙蝠,翼手目,Chiroptera sp.,nonAves,NA,NA,NA,848,NA
11,台灣野兔,臺灣野兔,Lepus sinensis formosus,nonAves,NA,NA,NA,840,NA
12,黃喉貂,黃喉貂,Martes flavigula chrysospila,nonAves,NA,NA,NA,847,NA
13,XX,鳥綱,Aves sp.,class,NA,NA,NA,749,NA
14,XX八哥,八哥科,Sturnidae,family,NA,NA,NA,650,NA
15,XX文鳥,梅花雀科,Estrildidae,family,NA,NA,NA,739,NA
16,XX白鷺,鷺科,Ardeidae,family,NA,NA,NA,101,NA
17,XX伯勞,伯勞科,Laniidae,family,NA,NA,NA,405,NA
18,XX卷尾,卷尾科,Dicruridae,family,NA,NA,NA,418,NA
19,XX林鴝,林鴝屬,Tarsiger sp.,genus,NA,NA,NA,763,NA
20,XX雨燕,雨燕科,Apodidae,family,NA,NA,NA,354,NA
21,XX柳鶯,柳鶯科,Phylloscopidae,family,NA,NA,NA,495,NA
22,XX扇尾鶯科,扇尾鶯科,Cisticolidae,family,NA,NA,NA,541,NA
23,XX秧雞,秧雞科,Rallidae,family,NA,NA,NA,161,NA
24,XX針尾雨燕,針尾雨燕屬,Hirundapus sp.,genus,NA,NA,NA,766,NA
25,XX隼,隼科,Falconidae,family,NA,NA,NA,385,NA
26,XX啄木,啄木鳥科,Picidae,family,NA,NA,NA,380,NA
27,XX啄花,啄花科,Dicaeidae,family,NA,NA,NA,665,NA
28,XX猛禽,日行性猛禽,Accipitriformes/Falconiformes sp.,class,NA,NA,NA,748,NA
29,XX雀鷹,雀鷹屬,Accipiter sp.,genus,NA,NA,NA,768,NA
30,XX雀鷹屬,雀鷹屬,Accipiter sp.,genus,NA,NA,NA,768,NA
31,XX椋鳥,八哥科,Sturnidae,family,NA,NA,NA,650,NA
32,XX畫眉,畫眉科,Timaliidae,family,NA,NA,NA,560,NA
33,XX蛙,無尾目,Anura sp.,nonAves,NA,NA,NA,849,NA
34,XX雁鴨,雁鴨科,Anatidae,family,NA,NA,NA,1,NA
35,XX雲雀,百靈科,Alaudidae,family,NA,NA,NA,441,NA
36,XX鳩,鳩鴿科,Columbidae,family,NA,NA,NA,305,NA
37,XX鳩鴿,鳩鴿科,Columbidae,family,NA,NA,NA,305,NA
38,XX翠鳥,翠鳥科,Alcedinidae,family,NA,NA,NA,361,NA
39,XX蝗鶯屬,蝗鶯屬,Locustella sp.,genus,NA,NA,NA,772,NA
40,XX鴉,鴉科,Corvidae,family,NA,NA,NA,428,NA
41,XX燕,燕科,Hirundinidae,family,NA,NA,NA,446,NA
42,XX鴨,雁鴨科,Anatidae,family,NA,NA,NA,1,NA
43,XX環頸鴴,小型鴴類,Charadrius sp.,genus,NA,NA,NA,758,NA
44,XX鴴,鴴科,Charadriidae,family,NA,NA,NA,189,NA
45,XX鵐,鵐科,Emberizidae,family,NA,NA,NA,699,NA
46,XX鵯,鵯科,Pycnonotidae,family,NA,NA,NA,475,NA
47,XX鶇,鶇科,Turdidae,family,NA,NA,NA,633,NA
48,XX鶯,鶯科,Sylviidae,family,NA,NA,NA,547,NA
49,XX鶺鴒,鶺鴒科,Motacillidae,family,NA,NA,NA,675,NA
50,XX鷚,鷚屬,Anthus sp.,genus,NA,NA,NA,778,NA
51,XX鷦鶯,扇尾鶯科,Cisticolidae,family,NA,NA,NA,541,NA
52,XX鷲鷹,鷹科,Accipitridae,family,NA,NA,NA,133,NA
53,XX鷲鷹科,鷹科,Accipitridae,family,NA,NA,NA,133,NA
54,XX鷸,鷸科,Scolopacidae,family,NA,NA,NA,205,NA
55,XX鷹,鷹科,Accipitridae,family,NA,NA,NA,133,NA
56,XX鷺,鷺科,Ardeidae,family,NA,NA,NA,101,NA
57,XX鸚鵡,鸚形目,Psittaciformes sp.,order,NA,NA,NA,747,introduced
58,九官鳥,九官鳥,Gracula religiosa,species,NA,NA,B0494,837,introduced
59,八色鳥,八色鳥,Pitta nympha,species,NA,NA,B0320,393,breed
60,八哥,八哥,Acridotheres cristatellus,species,NA,NA,B0481,664,breed
61,三趾鷸,三趾濱鷸,Calidris alba,species,NA,NA,B0199,236,nonbreeding
62,叉尾雨燕,叉尾雨燕,Apus pacificus,species,NA,NA,B0305,359,breed
63,大白鷺,大白鷺,Ardea alba,species,NA,NA,B0045,109,breed
64,大杓鷸,大杓鷸,Numenius arquata,species,NA,NA,B0210,221,nonbreeding
65,大杜鵑,大杜鵑,Cuculus canorus,species,NA,NA,B0281,334,nonbreeding
66,大赤啄木,大赤啄木,Dendrocopos leucotos,species,NA,NA,B0317,383,breed
67,大卷尾,大卷尾,Dicrurus macrocercus,species,NA,NA,B0335,419,breed
68,大花鷚,大花鷚,Anthus richardi,species,NA,NA,B0465,683,nonbreeding
69,大冠鷲,大冠鷲,Spilornis cheela,species,NA,NA,B0132,138,breed
70,大紅鸛,大紅鸛,Phoenicopterus roseus,species,NA,NA,NA,781,introduced
71,大陸畫眉,大陸畫眉,Garrulax canorus,speciesComplex,NA,NA,B0574,569,introduced
72,大陸畫眉X台灣畫眉,臺灣畫眉,Garrulax canorus/taewanus,speciesComplex,NA,NA,B0367,787,breed
73,大陸藍鵲,紅嘴藍鵲,Urocissa erythroryncha,species,NA,NA,B0601,803,introduced
74,大麻鷺,大麻鷺,Botaurus stellaris,species,NA,NA,B0041,102,nonbreeding
75,大濱鷸,大濱鷸,Calidris tenuirostris,species,NA,NA,B0198,225,nonbreeding
76,大彎嘴,大彎嘴,Megapomatorhinus erythrocnemis,species,NA,NA,B0373,563,breed
77,小水鴨,小水鴨,Anas crecca,species,NA,NA,B0071,28,nonbreeding
78,小白鷺,小白鷺,Egretta garzetta,species,NA,NA,B0047,113,breed
79,小杜鵑,小杜鵑,Cuculus poliocephalus,species,NA,NA,B0285,332,nonbreeding
80,小卷尾,小卷尾,Dicrurus aeneus,species,NA,NA,B0333,422,breed
81,小卷尾/松雀鷹,鳥綱,Aves sp.,class,NA,NA,NA,749,NA
82,小虎鶇,小虎鶇,Zoothera dauma dauma,species,NA,NA,B0676,783,breed
83,小雨燕,小雨燕,Apus nipalensis,species,NA,NA,B0304,360,breed
84,小青足鷸,小青足鷸,Tringa stagnatilis,species,NA,NA,B0225,215,nonbreeding
85,小桑鳲,小桑鳲,Eophona migratoria,species,NA,NA,B0513,732,nonbreeding
86,小剪尾,小剪尾,Enicurus scouleri,species,NA,NA,B0389,604,breed
87,小啄木,小啄木,Yungipicus canicapillus,species,NA,NA,B0316,382,breed
88,小雲雀,小雲雀,Alauda gulgula,species,NA,NA,B0321,445,breed
89,小黑背鷗,小黑背鷗,Larus fuscus,species,NA,NA,B0624,284,nonbreeding
90,小燕鷗,小燕鷗,Sternula albifrons,species,NA,NA,B0251,292,breed
91,小濱鷸,小濱鷸,Calidris minuta,species,NA,NA,B0232,238,nonbreeding
92,小環頸鴴,小環頸鴴,Charadrius dubius,species,NA,NA,B0180,199,breed
93,小翼鶇,小翼鶇,Brachypteryx goodfellowi,species,NA,NA,B0387,596,breed
94,小鵐,小鵐,Emberiza pusilla,species,NA,NA,B0528,708,nonbreeding
95,小辮鴴,小辮鴴,Vanellus vanellus,species,NA,NA,B0188,192,nonbreeding
96,小鶯,小鶯,Horornis fortipes,species,NA,NA,B0427,493,breed
97,小彎嘴,小彎嘴,Pomatorhinus musicus,species,NA,NA,B0374,562,breed
98,小鷦眉,臺灣鷦眉,Pnoepyga formosana,species,NA,NA,B0372,487,breed
99,小鸊鷉,小鸊鷉,Tachybaptus ruficollis,species,NA,NA,B0007,58,breed
100,山羌,山羌,Muntiacus reevesi micrurus,nonAves,NA,NA,NA,838,NA
101,山紅頭,山紅頭,Cyanoderma ruficeps,species,NA,NA,B0375,561,breed
102,山麻雀,山麻雀,Passer cinnamomeus,species,NA,NA,B0538,737,breed
103,山鷸,山鷸,Scolopax rusticola,species,NA,NA,B0216,250,nonbreeding
104,中白鷺,中白鷺,Ardea intermedia,species,NA,NA,B0048,110,breed
105,中地鷸,中地鷸,Gallinago megala,species,NA,NA,B0203,248,nonbreeding
106,中杓鷸,中杓鷸,Numenius phaeopus,species,NA,NA,B0213,219,nonbreeding
107,中杜鵑,北方中杜鵑,Cuculus optatus,species,NA,NA,B0286,335,breed
108,丹氏濱鷸,丹氏濱鷸,Calidris temminckii,species,NA,NA,B0197,232,nonbreeding
109,五色鳥,五色鳥,Psilopogon nuchalis,species,NA,NA,B0315,379,breed
110,反嘴鴴,反嘴鴴,Recurvirostra avosetta,species,NA,NA,B0235,186,nonbreeding
111,反嘴鷸,反嘴鷸,Xenus cinereus,species,NA,NA,B0228,206,nonbreeding
112,太平洋金斑鴴,太平洋金斑鴴,Pluvialis fulva,species,NA,NA,B0186,191,nonbreeding
113,日本松雀鷹,日本松雀鷹,Accipiter gularis,species,NA,NA,B0134,150,nonbreeding
114,日本樹鶯,短翅樹鶯複合種,Horornis diphone/canturians,speciesComplex,NA,NA,B0426,815,nonbreeding
115,毛腳燕,東方毛腳燕,Delichon dasypus,species,NA,NA,B0322,454,breed
116,水雉,水雉,Hydrophasianus chirurgus,species,NA,NA,B0175,204,breed
117,火冠戴菊鳥,火冠戴菊鳥,Regulus goodfellowi,species,NA,NA,B0443,485,breed
118,爪哇雀,爪哇雀,Lonchura oryzivora,species,NA,NA,B0504,786,introduced
119,牛背鷺,黃頭鷺,Bubulcus ibis,species,NA,NA,B0042,116,breed
120,北方中杜鵑,北方中杜鵑,Cuculus optatus,species,NA,NA,B0286,335,breed
121,北雀鷹,北雀鷹,Accipiter nisus,species,NA,NA,B0110,152,nonbreeding
122,台灣山鷓鴣,臺灣山鷓鴣,Arborophila crudigularis,species,NA,NA,B0146,46,breed
123,台灣水鹿,臺灣水鹿,Rusa unicolor swinhoei,nonAves,NA,NA,NA,839,NA
124,台灣白喉噪眉,臺灣白喉噪眉,Ianthocincla ruficeps,species,NA,NA,B0366,571,breed
125,台灣朱雀,臺灣朱雀,Carpodacus formosanus,species,NA,NA,B0511,726,breed
126,台灣竹雞,臺灣竹雞,Bambusicola sonorivox,species,NA,NA,B0147,47,breed
127,台灣夜鷹,南亞夜鷹,Caprimulgus affinis,species,NA,NA,B0302,353,breed
128,台灣松雀鷹,松雀鷹,Accipiter virgatus,species,NA,NA,B0111,151,breed
129,台灣畫眉,臺灣畫眉,Garrulax canorus/taewanus,speciesComplex,NA,NA,B0367,787,breed
130,台灣畫眉/大陸畫眉,臺灣畫眉,Garrulax canorus/taewanus,speciesComplex,NA,NA,B0367,787,breed
131,台灣紫嘯鶇,臺灣紫嘯鶇,Myophonus insularis,species,NA,NA,B0396,602,breed
132,台灣噪眉,臺灣噪眉,Trochalopteron morrisonianum,species,NA,NA,B0368,574,breed
133,台灣叢樹鶯,臺灣叢樹鶯,Locustella alishanensis,species,NA,NA,B0424,540,breed
134,台灣藍鵲,臺灣藍鵲,Urocissa caerulea,species,NA,NA,B0351,431,breed
135,台灣獼猴,臺灣獼猴,Macaca cyclopis,nonAves,NA,NA,NA,841,NA
136,台灣鷦眉,臺灣鷦眉,Pnoepyga formosana,species,NA,NA,B0372,487,breed
137,四聲杜鵑,四聲杜鵑,Cuculus micropterus,species,NA,NA,B0284,333,nonbreeding
138,巨嘴鴉,巨嘴鴉,Corvus macrorhynchos,species,NA,NA,B0343,439,breed
139,未做調查,未做調查,No survey,nonAves,NA,NA,NOSURVEY,852,NA
140,田鵐,田鵐,Emberiza rustica,species,NA,NA,B0529,709,nonbreeding
141,田鷸,田鷸,Gallinago gallinago,species,NA,NA,B0201,246,nonbreeding
142,白氏地鶇,虎鶇,Zoothera aurea/dauma,speciesComplex,NA,NA,B0408,788,nonbreeding
143,白氏地鶇/虎斑地鶇,虎鶇,Zoothera aurea/dauma,speciesComplex,NA,NA,B0408,788,nonbreeding
144,白耳畫眉,白耳畫眉,Heterophasia auricularis,species,NA,NA,B0370,575,breed
145,白尾八哥,白尾八哥,Acridotheres javanicus,species,NA,NA,B0492,663,introduced
146,白尾鴝,白尾鴝,Myiomela leucura,species,NA,NA,B0397,606,breed
147,白冠雞,白冠雞,Fulica atra,species,NA,NA,B0160,176,nonbreeding
148,白眉林鴝,臺灣白眉林鴝,Tarsiger formosanus,species,NA,NA,B0404,608,breed
149,白眉黃鶺鴒,黃鶺鴒複合種,Motacilla flava/tschutschensis,speciesComplex,NA,NA,B0471,819,nonbreeding
150,白眉鴨,白眉鴨,Spatula querquedula,species,NA,NA,B0078,26,nonbreeding
151,白眉鵐,白眉鵐,Emberiza tristrami,species,NA,NA,B0534,705,nonbreeding
152,白眉鶇,白眉鶇,Turdus obscurus,species,NA,NA,B0412,642,nonbreeding
153,白背鷚,白背鷚,Anthus gustavi,species,NA,NA,B0463,689,nonbreeding
154,白面白鶺鴒,白鶺鴒,Motacilla alba,species,NA,NA,B0468,681,breed
155,白翅黑燕鷗,白翅黑燕鷗,Chlidonias leucopterus,species,NA,NA,B0258,296,nonbreeding
156,白喉文鳥,白喉文鳥,Euodice malabarica,species,NA,NA,B0585,741,introduced
157,白喉笑鶇,臺灣白喉噪眉,Ianthocincla ruficeps,species,NA,NA,B0366,571,breed
158,白喉針尾雨燕,白喉針尾雨燕,Hirundapus caudacutus,species,NA,NA,B0649,355,nonbreeding
159,白喉噪眉,臺灣白喉噪眉,Ianthocincla ruficeps,species,NA,NA,B0366,571,breed
160,白琵鷺,白琵鷺,Platalea leucorodia,species,NA,NA,B0063,129,nonbreeding
161,白腰文鳥,白腰文鳥,Lonchura striata,species,NA,NA,B0503,742,breed
162,白腰雨燕,叉尾雨燕,Apus pacificus,species,NA,NA,B0305,359,breed
163,白腰草鷸,白腰草鷸,Tringa ochropus,species,NA,NA,B0224,208,nonbreeding
164,白腰鵲鴝,白腰鵲鴝,Copsychus malabaricus,species,NA,NA,B0573,586,introduced
165,白腹海鵰,白腹海鵰,Haliaeetus leucogaster,species,NA,NA,B0126,156,nonbreeding
166,白腹秧雞,白腹秧雞,Amaurornis phoenicurus,species,NA,NA,B0159,166,breed
167,白腹鶇,白腹鶇,Turdus pallidus,species,NA,NA,B0413,643,nonbreeding
168,白頭翁,白頭翁,Pycnonotus sinensis,species,NA,NA,B0381,478,breed
169,白頭鶇,白頭鶇,Turdus niveiceps,species,NA,NA,B0414,641,breed
170,白頰噪眉,白頰噪眉,Ianthocincla sannio,species,NA,NA,B0576,792,introduced
171,白環鸚嘴鵯,白環鸚嘴鵯,Spizixos semitorques,species,NA,NA,B0383,476,breed
172,白鶺鴒,白鶺鴒,Motacilla alba,species,NA,NA,B0468,681,breed
173,尖尾鴨,尖尾鴨,Anas acuta,species,NA,NA,B0069,25,nonbreeding
174,尖尾濱鷸,尖尾濱鷸,Calidris acuminata,species,NA,NA,B0190,229,nonbreeding
175,朱鸝,朱鸝,Oriolus traillii,species,NA,NA,B0338,417,breed
176,池鷺,池鷺,Ardeola bacchus,species,NA,NA,B0040,117,nonbreeding
177,灰山椒鳥,灰山椒鳥,Pericrocotus divaricatus,species,NA,NA,B0331,399,nonbreeding
178,灰沙燕,灰沙燕,Riparia riparia,species,NA,NA,B0327,448,nonbreeding
179,灰卷尾,灰卷尾,Dicrurus leucophaeus,species,NA,NA,B0334,420,nonbreeding
180,灰林銀鷗,小黑背鷗,Larus fuscus,species,NA,NA,B0624,284,nonbreeding
181,灰林鴞,東方灰林鴞,Strix nivicolum,species,NA,NA,B0300,347,breed
182,灰林鴿,灰林鴿,Columba pulchricollis,species,NA,NA,B0270,307,breed
183,灰背椋鳥,灰背椋鳥,Sturnia sinensis,species,NA,NA,B0487,657,nonbreeding
184,灰面鵟鷹,灰面鵟鷹,Butastur indicus,species,NA,NA,B0118,144,nonbreeding
185,灰胸秧雞,灰胸秧雞,Lewinia striata,species,NA,NA,B0169,164,breed
186,灰喉山椒鳥,灰喉山椒鳥,Pericrocotus solaris,species,NA,NA,B0332,396,breed
187,灰喉針尾雨燕,灰喉針尾雨燕,Hirundapus cochinchinensis,species,NA,NA,B0306,356,breed
188,灰喜鵲,灰喜鵲,Cyanopica cyanus,species,NA,NA,B0602,430,introduced
189,灰斑鴴,灰斑鴴,Pluvialis squatarola,species,NA,NA,B0187,190,nonbreeding
190,灰斑鶲,灰斑鶲,Muscicapa griseisticta,species,NA,NA,B0455,579,nonbreeding
191,灰椋鳥,灰椋鳥,Spodiopsar cineraceus,species,NA,NA,B0485,660,breed
192,灰腳秧雞,灰腳秧雞,Rallina eurizonoides,species,NA,NA,B0166,163,breed
193,灰樹鵲,樹鵲,Dendrocitta formosae,species,NA,NA,B0347,432,breed
194,灰頭花翼,褐頭花翼,Fulvetta formosana,species,NA,NA,B0364,551,breed
195,灰頭椋鳥,灰頭椋鳥,Sturnia malabarica,species,NA,NA,B0714,658,introduced
196,灰頭鷦鶯,灰頭鷦鶯,Prinia flaviventris,species,NA,NA,B0441,545,breed
197,灰鶺鴒,灰鶺鴒,Motacilla cinerea,species,NA,NA,B0469,680,nonbreeding
198,灰鷽,灰鷽,Pyrrhula erythaca,species,NA,NA,B0516,723,breed
199,竹鳥,棕噪眉,Ianthocincla poecilorhyncha,species,NA,NA,B0369,573,breed
200,竹雞,臺灣竹雞,Bambusicola sonorivox,species,NA,NA,B0147,47,breed
201,低地繡眼,低地繡眼,Zosterops meyeni,species,NA,NA,B0618,559,breed
202,佛法僧,佛法僧,Eurystomus orientalis,species,NA,NA,B0313,375,nonbreeding
203,豆雁,寒林/凍原豆雁,Anser fabalis/serrirostris,speciesComplex,NA,NA,B0084MIX,810,nonbreeding
204,赤足鷸,赤足鷸,Tringa totanus,species,NA,NA,B0226,217,nonbreeding
205,赤喉鷚,赤喉鷚,Anthus cervinus,species,NA,NA,B0462,690,nonbreeding
206,赤腰燕,赤腰燕,Cecropis striolata,species,NA,NA,B0324,452,breed
207,赤腹山雀,赤腹山雀,Sittiparus castaneoventris,species,NA,NA,B0360,461,breed
208,赤腹松鼠,赤腹松鼠,Callosciurus erythraeus thaiwanensis,nonAves,NA,NA,NA,842,NA
209,赤腹鶇,赤腹鶇,Turdus chrysolaus,species,NA,NA,B0407,644,nonbreeding
210,赤腹鷹,赤腹鷹,Accipiter soloensis,species,NA,NA,B0112,149,nonbreeding
211,赤翡翠,赤翡翠,Halcyon coromanda,species,NA,NA,B0308,364,nonbreeding
212,赤膀鴨,赤膀鴨,Mareca strepera,species,NA,NA,B0079,17,nonbreeding
213,赤頸鴨,赤頸鴨,Mareca penelope,species,NA,NA,B0075,19,nonbreeding
214,卷羽鵜鶘,卷羽鵜鶘,Pelecanus crispus,species,NA,NA,B0026,100,nonbreeding
215,夜鷺,夜鷺,Nycticorax nycticorax,species,NA,NA,B0058,120,breed
216,岩鷚,岩鷚,Prunella collaris,species,NA,NA,B0461,673,breed
217,岩鷺,岩鷺,Egretta sacra,species,NA,NA,B0050,114,breed
218,東方大葦鶯,東方大葦鶯,Acrocephalus orientalis,species,NA,NA,B0422,532,nonbreeding
219,東方毛腳燕,東方毛腳燕,Delichon dasypus,species,NA,NA,B0322,454,breed
220,東方黃鶺鴒,黃鶺鴒複合種,Motacilla flava/tschutschensis,speciesComplex,NA,NA,B0471,819,nonbreeding
221,東方蜂鷹,東方蜂鷹,Pernis ptilorhynchus,species,NA,NA,B0131,135,breed
222,東方澤鵟,東方澤鵟,Circus spilonotus,species,NA,NA,B0122,145,nonbreeding
223,東方環頸鴴,東方環頸鴴,Charadrius alexandrinus,species,NA,NA,B0178,196,breed
224,東方鵟,東方鵟,Buteo japonicus,species,NA,NA,B0119,159,nonbreeding
225,松雀鷹,松雀鷹,Accipiter virgatus,species,NA,NA,B0111,151,breed
226,松鴉,松鴉,Garrulus glandarius,species,NA,NA,B0348,429,breed
227,林八哥,林八哥,Acridotheres fuscus,species,NA,NA,B0493,662,introduced
228,林鵰,林鵰,Ictinaetus malaiensis,species,NA,NA,B0129,140,breed
229,河烏,河烏,Cinclus pallasii,species,NA,NA,B0385,474,breed
230,花翅山椒鳥,花翅山椒鳥,Coracina macei,species,NA,NA,B0330,402,breed
231,花雀,花雀,Fringilla montifringilla,species,NA,NA,B0515,721,nonbreeding
232,花嘴鴨,花嘴鴨,Anas zonorhyncha,species,NA,NA,B0077,22,breed
233,虎斑地鶇（小虎鶇）,小虎鶇,Zoothera dauma dauma,species,NA,NA,B0676,783,breed
234,虎鶇,虎鶇,Zoothera aurea/dauma,speciesComplex,NA,NA,B0408,788,nonbreeding
235,虎鶇（並未區分白氏或虎斑）,虎鶇,Zoothera aurea/dauma,speciesComplex,NA,NA,B0408,788,nonbreeding
236,金背鳩,金背鳩,Streptopelia orientalis,species,NA,NA,B0274,309,breed
237,金翅雀,金翅雀,Chloris sinica,species,NA,NA,B0508,728,nonbreeding
238,金斑鴴,太平洋金斑鴴,Pluvialis fulva,species,NA,NA,B0186,191,nonbreeding
239,金腰燕,金腰燕,Cecropis daurica,species,NA,NA,B0328,451,nonbreeding
240,金翼白眉,臺灣噪眉,Trochalopteron morrisonianum,species,NA,NA,B0368,574,breed
241,長吻松鼠,長吻松鼠,Dremomys pernyi owstoni,nonAves,NA,NA,NA,843,NA
242,長尾鳩,長尾鳩,Macropygia tenuirostris,species,NA,NA,B0271,314,breedLY
243,長趾濱鷸,長趾濱鷸,Calidris subminuta,species,NA,NA,B0196,233,nonbreeding
244,長鬃山羊,長鬃山羊,Capricornis swinhoei,nonAves,NA,NA,NA,844,NA
245,青足鷸,青足鷸,Tringa nebularia,species,NA,NA,B0223,212,nonbreeding
246,青背山雀,青背山雀,Parus monticolus,species,NA,NA,B0359,463,breed
247,冠羽柳鶯,冠羽柳鶯,Phylloscopus coronatus,species,NA,NA,B0435,515,nonbreeding
248,冠羽畫眉,冠羽畫眉,Yuhina brunneiceps,species,NA,NA,B0376,556,breed
249,帝雉,黑長尾雉,Syrmaticus mikado,species,NA,NA,B0152,48,breed
250,星鴉,星鴉,Nucifraga caryocatactes,species,NA,NA,B0349,434,breed
251,洋燕,洋燕,Hirundo tahitica,species,NA,NA,B0325,450,breed
252,流蘇鷸,流蘇鷸,Calidris pugnax,species,NA,NA,B0215,227,nonbreeding
253,疣鼻棲鴨,疣鼻棲鴨(馴化),Cairina moschata (Domestic type),species,NA,NA,NA,814,domestic
254,疣鼻棲鴨(馴化) ,疣鼻棲鴨(馴化),Cairina moschata (Domestic type),species,NA,NA,NA,814,domestic
255,紅山椒鳥,灰喉山椒鳥,Pericrocotus solaris,species,NA,NA,B0332,396,breed
256,紅尾伯勞,紅尾伯勞,Lanius cristatus,species,NA,NA,B0476,409,nonbreeding
257,紅尾鶲,紅尾鶲,Muscicapa ferruginea,species,NA,NA,B0454,582,breed
258,紅冠水雞,紅冠水雞,Gallinula chloropus,species,NA,NA,B0162,175,breed
259,紅胸啄花,紅胸啄花,Dicaeum ignipectus,species,NA,NA,B0498,667,breed
260,紅胸濱鷸,紅胸濱鷸,Calidris ruficollis,species,NA,NA,B0195,235,nonbreeding
261,紅胸鶲,紅胸鶲,Ficedula parva,species,NA,NA,B0451,618,nonbreeding
262,紅隼,紅隼,Falco tinnunculus,species,NA,NA,B0141,386,nonbreeding
263,紅腹濱鷸,紅腹濱鷸,Calidris canutus,species,NA,NA,B0192,226,nonbreeding
264,紅鳩,紅鳩,Streptopelia tranquebarica,species,NA,NA,B0275,311,breed
265,紅領綠鸚鵡,紅領綠鸚鵡,Psittacula krameri,species,NA,NA,B0539,802,introduced
266,紅嘴黑鵯,紅嘴黑鵯,Hypsipetes leucocephalus,species,NA,NA,B0380,480,breed
267,紅嘴藍鵲,紅嘴藍鵲,Urocissa erythroryncha,species,NA,NA,B0601,803,introduced
268,紅嘴鷗,紅嘴鷗,Chroicocephalus ridibundus,species,NA,NA,B0248,274,nonbreeding
269,紅燕鷗,紅燕鷗,Sterna dougallii,species,NA,NA,B0254,298,breed
270,紅頭山雀,紅頭山雀,Aegithalos concinnus,species,NA,NA,B0355,468,breed
271,紅頭伯勞,紅頭伯勞,Lanius bucephalus,species,NA,NA,B0475,407,nonbreeding
272,紅頭綠鳩,紅頭綠鳩,Treron formosae,species,NA,NA,B0277,319,breed
273,美洲鴛鴦,林鴛鴦(馴化),Aix sponsa (Domestic type),species,NA,NA,NA,795,domestic
274,唐白鷺,唐白鷺,Egretta eulophotes,species,NA,NA,B0046,112,nonbreeding
275,埃及聖鹮,埃及聖䴉,Threskiornis aethiopicus,species,NA,NA,B0066,126,introduced
276,埃及聖䴉,埃及聖䴉,Threskiornis aethiopicus,species,NA,NA,B0066,126,introduced
277,家八哥,家八哥,Acridotheres tristis,species,NA,NA,B0482,661,introduced
278,家燕,家燕,Hirundo rustica,species,NA,NA,B0323,449,breed
279,家鵝,家鵝(馴化),Anser sp. (Domestic type),genus,NA,NA,NA,779,domestic
280,家鵝(馴化),家鵝(馴化),Anser sp. (Domestic type),genus,NA,NA,NA,779,domestic
281,栗小鷺,栗小鷺,Ixobrychus cinnamomeus,species,NA,NA,B0054,105,breed
282,栗尾椋鳥,灰頭椋鳥,Sturnia malabarica,species,NA,NA,B0714,658,introduced
283,栗背林鴝,栗背林鴝,Tarsiger johnstoniae,species,NA,NA,B0405,609,breed
284,泰國八哥,大八哥(叢八哥),Acridotheres grandis,species,NA,NA,B0600,780,introduced
285,烏頭翁,烏頭翁,Pycnonotus taivanus,species,NA,NA,B0382,477,breed
286,珠頸斑鳩,珠頸斑鳩,Streptopelia chinensis,species,NA,NA,B0273,312,breed
287,珠頸鳩,珠頸斑鳩,Streptopelia chinensis,species,NA,NA,B0273,312,breed
288,粉紅鸚嘴,粉紅鸚嘴,Sinosuthora webbiana,species,NA,NA,B0353,552,breed
289,紋翼畫眉,紋翼畫眉,Actinodura morrisoniana,species,NA,NA,B0362,577,breed
290,茶腹鳾,茶腹鳾,Sitta europaea,species,NA,NA,B0361,470,breed
291,草鵐,草鵐,Emberiza cioides,species,NA,NA,B0523,702,nonbreeding
292,貢德氏赤蛙,貢德氏赤蛙,Hylarana guentheri,nonAves,NA,NA,NA,850,NA
293,酒紅朱雀,臺灣朱雀,Carpodacus formosanus,species,NA,NA,B0511,726,breed
294,針尾雨燕,針尾雨燕屬,Hirundapus sp.,genus,NA,NA,NA,766,NA
295,高蹺鴴,高蹺鴴,Himantopus himantopus,species,NA,NA,B0234,185,breed
296,彩鹮,彩䴉,Plegadis falcinellus,species,NA,NA,B0065,125,nonbreeding
297,彩鷸,彩鷸,Rostratula benghalensis,species,NA,NA,B0176,202,breed
298,彩鸛,NA,NA,NA,mis-identified,NA,NA,807,NA
299,條紋松鼠,條紋松鼠,Tamiops maritimus formosanus,nonAves,NA,NA,NA,845,NA
300,深山竹雞,臺灣山鷓鴣,Arborophila crudigularis,species,NA,NA,B0146,46,breed
301,深山鶯,深山鶯,Horornis acanthizoides,species,NA,NA,B0425,494,breed
302,眼紋灰背白鶺鴒,白鶺鴒,Motacilla alba,species,NA,NA,B0468,681,breed
